Trade, Price, TimeStamp, PointValue, slippage, position
Buy , 44.2442, 2014-08-12 10:30, 42000, 19.5, 0
Sell, 44.2, 2014-08-12 10:35, 42000, 19.5, -1
Buy , 44.2142, 2014-08-12 10:45, 42000, 19.5, 0
Sell, 44.13, 2014-08-12 10:50, 42000, 19.5, -1
Buy , 44.1641, 2014-08-12 10:55, 42000, 19.5, 0
Sell, 44.05, 2014-08-12 11:05, 42000, 19.5, -1
Buy , 43.7737, 2014-08-12 11:10, 42000, 19.5, 0
Sell, 43.73, 2014-08-13 13:15, 42000, 19.5, -1
Buy , 43.1331, 2014-08-14 09:45, 42000, 19.5, 0
Sell, 43.09, 2014-08-14 10:05, 42000, 19.5, -1
Buy , 43.1231, 2014-08-14 10:15, 42000, 19.5, 0
Sell, 43.08, 2014-08-15 09:35, 42000, 19.5, -1
Buy , 42.6826, 2014-08-15 09:40, 42000, 19.5, 0
Sell, 42.64, 2014-08-15 10:20, 42000, 19.5, -1
Buy , 42.6126, 2014-08-15 10:35, 42000, 19.5, 0
Sell, 42.57, 2014-08-15 13:15, 42000, 19.5, -1
Buy , 42.5325, 2014-08-18 09:35, 42000, 19.5, 0
Sell, 42.49, 2014-08-19 09:35, 42000, 19.5, -1
Buy , 42.1621, 2014-08-19 09:45, 42000, 19.5, 0
Sell, 42.11, 2014-08-19 10:20, 42000, 19.5, -1
Buy , 42.1321, 2014-08-19 10:50, 42000, 19.5, 0
Sell, 42.09, 2014-08-19 11:05, 42000, 19.5, -1
Buy , 42.1321, 2014-08-19 11:15, 42000, 19.5, 0
Buy , 42.84, 2014-08-21 09:55, 42000, 19.5, 1
Sell, 42.8671, 2014-08-21 10:10, 42000, 19.5, 0
Sell, 42.14, 2014-08-22 10:10, 42000, 19.5, -1
Buy , 42.1721, 2014-08-22 10:15, 42000, 19.5, 0
Sell, 42.13, 2014-08-22 11:00, 42000, 19.5, -1
Buy , 42.032, 2014-08-22 11:20, 42000, 19.5, 0
Sell, 41.99, 2014-08-22 13:15, 42000, 19.5, -1
Buy , 41.9119, 2014-08-25 09:35, 42000, 19.5, 0
Buy , 42.4, 2014-08-26 12:20, 42000, 19.5, 1
Sell, 42.3576, 2014-08-26 12:25, 42000, 19.5, 0
Buy , 42.4, 2014-08-26 12:50, 42000, 19.5, 1
Sell, 42.4975, 2014-08-26 13:00, 42000, 19.5, 0
Buy , 42.54, 2014-08-26 13:15, 42000, 19.5, 1
Sell, 42.5374, 2014-08-27 09:35, 42000, 19.5, 0
Sell, 42.21, 2014-08-27 11:40, 42000, 19.5, -1
Buy , 42.2022, 2014-08-27 11:50, 42000, 19.5, 0
Sell, 42.16, 2014-08-27 13:15, 42000, 19.5, -1
Buy , 42.1921, 2014-08-28 09:35, 42000, 19.5, 0
Sell, 42.15, 2014-08-28 09:45, 42000, 19.5, -1
Buy , 42.1721, 2014-08-28 09:50, 42000, 19.5, 0
Sell, 42.13, 2014-08-28 10:35, 42000, 19.5, -1
Buy , 42.052, 2014-08-28 11:20, 42000, 19.5, 0
Sell, 42.01, 2014-08-28 11:35, 42000, 19.5, -1
Buy , 42.042, 2014-08-28 11:50, 42000, 19.5, 0
Sell, 42, 2014-08-29 09:35, 42000, 19.5, -1
Buy , 41.7317, 2014-08-29 10:20, 42000, 19.5, 0
Sell, 41.69, 2014-08-29 10:35, 42000, 19.5, -1
Buy , 41.4915, 2014-08-29 10:55, 42000, 19.5, 0
Sell, 41.43, 2014-08-29 11:05, 42000, 19.5, -1
Buy , 41.4614, 2014-08-29 11:10, 42000, 19.5, 0
Sell, 41.42, 2014-08-29 11:15, 42000, 19.5, -1
Buy , 41.4614, 2014-08-29 11:25, 42000, 19.5, 0
Sell, 41.42, 2014-08-29 13:10, 42000, 19.5, -1
Buy , 41.4314, 2014-08-29 13:15, 42000, 19.5, 0
Sell, 41.33, 2014-09-03 09:55, 42000, 19.5, -1
Buy , 41.3313, 2014-09-03 10:20, 42000, 19.5, 0
Sell, 41.29, 2014-09-03 10:35, 42000, 19.5, -1
Buy , 41.1111, 2014-09-03 11:10, 42000, 19.5, 0
Buy , 41.53, 2014-09-05 11:45, 42000, 19.5, 1
Sell, 41.6084, 2014-09-05 11:55, 42000, 19.5, 0
Buy , 41.65, 2014-09-05 12:10, 42000, 19.5, 1
Sell, 41.7382, 2014-09-05 13:15, 42000, 19.5, 0
Sell, 41.17, 2014-09-09 09:35, 42000, 19.5, -1
Buy , 41.2012, 2014-09-09 09:40, 42000, 19.5, 0
Sell, 41.14, 2014-09-09 09:45, 42000, 19.5, -1
Buy , 41.1811, 2014-09-09 09:50, 42000, 19.5, 0
Sell, 41.14, 2014-09-09 12:55, 42000, 19.5, -1
Buy , 41.1811, 2014-09-09 13:00, 42000, 19.5, 0
Sell, 41.14, 2014-09-09 13:10, 42000, 19.5, -1
Buy , 41.081, 2014-09-09 13:15, 42000, 19.5, 0
Sell, 41, 2014-09-10 09:35, 42000, 19.5, -1
Buy , 40.9809, 2014-09-10 09:45, 42000, 19.5, 0
Sell, 40.94, 2014-09-11 11:05, 42000, 19.5, -1
Buy , 40.8808, 2014-09-11 11:10, 42000, 19.5, 0
Buy , 41.31, 2014-09-12 09:35, 42000, 19.5, 1
Sell, 41.6483, 2014-09-12 09:55, 42000, 19.5, 0
Buy , 41.74, 2014-09-12 11:40, 42000, 19.5, 1
Sell, 41.7382, 2014-09-12 12:00, 42000, 19.5, 0
Buy , 41.78, 2014-09-12 13:15, 42000, 19.5, 1
Sell, 42.1978, 2014-09-15 09:40, 42000, 19.5, 0
Buy , 42.24, 2014-09-15 09:50, 42000, 19.5, 1
Sell, 42.4675, 2014-09-15 10:10, 42000, 19.5, 0
Buy , 42.51, 2014-09-15 11:05, 42000, 19.5, 1
Sell, 42.6273, 2014-09-15 11:15, 42000, 19.5, 0
Buy , 42.67, 2014-09-15 11:25, 42000, 19.5, 1
Sell, 42.8971, 2014-09-15 11:55, 42000, 19.5, 0
Buy , 42.94, 2014-09-15 12:10, 42000, 19.5, 1
Sell, 42.927, 2014-09-15 12:25, 42000, 19.5, 0
Sell, 42.14, 2014-09-18 13:15, 42000, 19.5, -1
Buy , 41.9919, 2014-09-19 09:40, 42000, 19.5, 0
Sell, 41.95, 2014-09-19 11:10, 42000, 19.5, -1
Buy , 41.8818, 2014-09-19 11:20, 42000, 19.5, 0
Sell, 41.81, 2014-09-22 09:35, 42000, 19.5, -1
Buy , 41.1911, 2014-09-22 09:40, 42000, 19.5, 0
Buy , 42.01, 2014-09-24 09:35, 42000, 19.5, 1
Sell, 42.0679, 2014-09-24 09:40, 42000, 19.5, 0
Buy , 42.11, 2014-09-24 09:45, 42000, 19.5, 1
Sell, 42.1478, 2014-09-24 10:05, 42000, 19.5, 0
Buy , 42.19, 2014-09-24 10:30, 42000, 19.5, 1
Sell, 42.1478, 2014-09-24 10:35, 42000, 19.5, 0
Buy , 42.19, 2014-09-24 11:10, 42000, 19.5, 1
Sell, 42.1478, 2014-09-24 11:15, 42000, 19.5, 0
Buy , 42.19, 2014-09-24 11:20, 42000, 19.5, 1
Sell, 42.1778, 2014-09-24 11:40, 42000, 19.5, 0
Sell, 41.54, 2014-09-26 09:35, 42000, 19.5, -1
Buy , 41.4714, 2014-09-26 09:40, 42000, 19.5, 0
Sell, 41.4, 2014-09-26 09:45, 42000, 19.5, -1
Buy , 41.4114, 2014-09-26 10:00, 42000, 19.5, 0
Sell, 41.37, 2014-09-26 11:25, 42000, 19.5, -1
Buy , 41.3913, 2014-09-26 11:35, 42000, 19.5, 0
Sell, 41.35, 2014-09-26 11:40, 42000, 19.5, -1
Buy , 41.3113, 2014-09-26 13:00, 42000, 19.5, 0
Sell, 41.27, 2014-09-26 13:10, 42000, 19.5, -1
Buy , 41.2512, 2014-09-26 13:15, 42000, 19.5, 0
Buy , 42.18, 2014-09-29 12:20, 42000, 19.5, 1
Sell, 42.1978, 2014-09-29 12:40, 42000, 19.5, 0
Buy , 42.24, 2014-09-29 13:05, 42000, 19.5, 1
Sell, 42.1978, 2014-09-29 13:10, 42000, 19.5, 0
Buy , 42.24, 2014-09-29 13:15, 42000, 19.5, 1
Sell, 42.2477, 2014-09-30 09:35, 42000, 19.5, 0
Buy , 42.29, 2014-10-01 12:05, 42000, 19.5, 1
Sell, 42.3476, 2014-10-01 12:10, 42000, 19.5, 0
Sell, 41.85, 2014-10-03 11:25, 42000, 19.5, -1
Buy , 41.7417, 2014-10-03 11:40, 42000, 19.5, 0
Sell, 41.7, 2014-10-03 12:10, 42000, 19.5, -1
Buy , 41.7417, 2014-10-03 12:15, 42000, 19.5, 0
Sell, 41.7, 2014-10-03 13:15, 42000, 19.5, -1
Buy , 42.39, 2014-10-06 09:35, 42000, 19.5, 0
Buy , 42.39, 2014-10-06 09:35, 42000, 19.5, 1
Sell, 42.6473, 2014-10-06 09:45, 42000, 19.5, 0
Buy , 42.69, 2014-10-06 10:10, 42000, 19.5, 1
Sell, 42.7172, 2014-10-06 10:15, 42000, 19.5, 0
Buy , 42.76, 2014-10-06 10:20, 42000, 19.5, 1
Sell, 42.7172, 2014-10-06 10:25, 42000, 19.5, 0
Buy , 42.79, 2014-10-06 11:25, 42000, 19.5, 1
Sell, 42.7472, 2014-10-06 11:30, 42000, 19.5, 0
Buy , 42.79, 2014-10-06 12:25, 42000, 19.5, 1
Sell, 42.8271, 2014-10-06 12:30, 42000, 19.5, 0
Buy , 42.87, 2014-10-06 12:45, 42000, 19.5, 1
Sell, 42.8471, 2014-10-06 12:50, 42000, 19.5, 0
Buy , 42.89, 2014-10-06 13:05, 42000, 19.5, 1
Sell, 42.8671, 2014-10-06 13:10, 42000, 19.5, 0
Sell, 42.11, 2014-10-10 09:35, 42000, 19.5, -1
Buy , 41.4814, 2014-10-10 09:40, 42000, 19.5, 0
Buy , 42.47, 2014-10-13 11:55, 42000, 19.5, 1
Sell, 42.4375, 2014-10-13 12:00, 42000, 19.5, 0
Buy , 42.48, 2014-10-13 12:25, 42000, 19.5, 1
Sell, 42.4375, 2014-10-13 12:30, 42000, 19.5, 0
Buy , 42.48, 2014-10-13 12:35, 42000, 19.5, 1
Sell, 42.4375, 2014-10-13 12:40, 42000, 19.5, 0
Buy , 42.48, 2014-10-13 13:10, 42000, 19.5, 1
Sell, 42.4375, 2014-10-13 13:15, 42000, 19.5, 0
Sell, 41.69, 2014-10-15 09:35, 42000, 19.5, -1
Buy , 41.6116, 2014-10-15 09:40, 42000, 19.5, 0
Sell, 41.57, 2014-10-15 09:55, 42000, 19.5, -1
Buy , 41.6116, 2014-10-15 10:00, 42000, 19.5, 0
Sell, 41.57, 2014-10-15 10:10, 42000, 19.5, -1
Buy , 41.6016, 2014-10-15 10:20, 42000, 19.5, 0
Sell, 41.54, 2014-10-15 12:30, 42000, 19.5, -1
Buy , 41.2312, 2014-10-15 12:55, 42000, 19.5, 0
Sell, 41.19, 2014-10-20 09:35, 42000, 19.5, -1
Buy , 40.9709, 2014-10-20 09:40, 42000, 19.5, 0
Sell, 40.93, 2014-10-20 10:25, 42000, 19.5, -1
Buy , 40.9509, 2014-10-20 10:35, 42000, 19.5, 0
Sell, 40.91, 2014-10-21 11:20, 42000, 19.5, -1
Buy , 40.9309, 2014-10-21 11:40, 42000, 19.5, 0
Buy , 41.47, 2014-10-22 09:35, 42000, 19.5, 1
Sell, 41.5084, 2014-10-22 09:40, 42000, 19.5, 0
Buy , 41.55, 2014-10-22 10:40, 42000, 19.5, 1
Sell, 41.5484, 2014-10-22 11:05, 42000, 19.5, 0
Buy , 41.59, 2014-10-22 11:15, 42000, 19.5, 1
Sell, 41.5484, 2014-10-22 11:20, 42000, 19.5, 0
Buy , 41.59, 2014-10-22 11:25, 42000, 19.5, 1
Sell, 41.6683, 2014-10-22 11:35, 42000, 19.5, 0
Buy , 41.73, 2014-10-23 09:35, 42000, 19.5, 1
Sell, 41.7182, 2014-10-23 09:40, 42000, 19.5, 0
Buy , 41.76, 2014-10-23 09:55, 42000, 19.5, 1
Sell, 41.7282, 2014-10-23 10:00, 42000, 19.5, 0
Buy , 41.77, 2014-10-23 10:10, 42000, 19.5, 1
Sell, 41.8681, 2014-10-23 10:20, 42000, 19.5, 0
Buy , 41.91, 2014-10-23 10:25, 42000, 19.5, 1
Sell, 41.988, 2014-10-23 10:35, 42000, 19.5, 0
Buy , 42.07, 2014-10-23 10:40, 42000, 19.5, 1
Sell, 42.0379, 2014-10-23 10:45, 42000, 19.5, 0
Buy , 42.08, 2014-10-23 10:50, 42000, 19.5, 1
Sell, 42.0479, 2014-10-23 11:00, 42000, 19.5, 0
Buy , 42.09, 2014-10-23 11:20, 42000, 19.5, 1
Sell, 42.0579, 2014-10-23 11:25, 42000, 19.5, 0
Sell, 41.39, 2014-10-24 12:00, 42000, 19.5, -1
Buy , 41.4114, 2014-10-24 12:05, 42000, 19.5, 0
Sell, 41.37, 2014-10-27 09:35, 42000, 19.5, -1
Buy , 41.3913, 2014-10-27 09:40, 42000, 19.5, 0
Sell, 41.35, 2014-10-27 10:30, 42000, 19.5, -1
Buy , 41.3913, 2014-10-27 10:35, 42000, 19.5, 0
Buy , 42.02, 2014-10-28 10:00, 42000, 19.5, 1
Sell, 42.1878, 2014-10-28 10:10, 42000, 19.5, 0
Buy , 42.23, 2014-10-29 09:35, 42000, 19.5, 1
Sell, 42.8971, 2014-10-29 09:40, 42000, 19.5, 0
Buy , 42.96, 2014-10-29 09:45, 42000, 19.5, 1
Sell, 42.917, 2014-10-29 09:50, 42000, 19.5, 0
Buy , 42.96, 2014-10-29 11:20, 42000, 19.5, 1
Sell, 42.927, 2014-10-29 11:25, 42000, 19.5, 0
Buy , 42.97, 2014-10-29 11:35, 42000, 19.5, 1
Sell, 43.1868, 2014-10-29 11:45, 42000, 19.5, 0
Buy , 43.23, 2014-10-29 12:05, 42000, 19.5, 1
Sell, 43.3966, 2014-10-29 12:10, 42000, 19.5, 0
Buy , 43.44, 2014-10-29 12:20, 42000, 19.5, 1
Sell, 43.4765, 2014-10-29 12:25, 42000, 19.5, 0
Buy , 43.52, 2014-10-29 13:15, 42000, 19.5, 1
Sell, 43.5264, 2014-10-30 09:35, 42000, 19.5, 0
Buy , 43.57, 2014-10-30 11:25, 42000, 19.5, 1
Sell, 43.5864, 2014-10-30 11:30, 42000, 19.5, 0
Buy , 43.69, 2014-10-30 11:35, 42000, 19.5, 1
Sell, 43.6763, 2014-10-30 11:40, 42000, 19.5, 0
Buy , 43.72, 2014-10-30 11:55, 42000, 19.5, 1
Sell, 43.6763, 2014-10-30 12:00, 42000, 19.5, 0
Buy , 43.72, 2014-10-31 10:50, 42000, 19.5, 1
Sell, 43.7662, 2014-10-31 10:55, 42000, 19.5, 0
Buy , 43.82, 2014-10-31 11:15, 42000, 19.5, 1
Sell, 43.7762, 2014-10-31 11:20, 42000, 19.5, 0
Buy , 43.93, 2014-10-31 11:25, 42000, 19.5, 1
Sell, 43.9061, 2014-10-31 11:30, 42000, 19.5, 0
Buy , 43.95, 2014-10-31 12:20, 42000, 19.5, 1
Sell, 43.926, 2014-10-31 12:25, 42000, 19.5, 0
Buy , 43.97, 2014-10-31 12:35, 42000, 19.5, 1
Sell, 43.926, 2014-10-31 12:40, 42000, 19.5, 0
Buy , 43.97, 2014-10-31 12:50, 42000, 19.5, 1
Sell, 43.976, 2014-10-31 12:55, 42000, 19.5, 0
Buy , 44.02, 2014-10-31 13:00, 42000, 19.5, 1
Sell, 44.1158, 2014-10-31 13:05, 42000, 19.5, 0
Sell, 43.38, 2014-11-03 12:25, 42000, 19.5, -1
Buy , 43.3733, 2014-11-03 12:30, 42000, 19.5, 0
Sell, 43.33, 2014-11-03 12:50, 42000, 19.5, -1
Buy , 43.3633, 2014-11-03 12:55, 42000, 19.5, 0
Sell, 43.32, 2014-11-03 13:15, 42000, 19.5, -1
Buy , 42.4224, 2014-11-04 09:40, 42000, 19.5, 0
Sell, 42.38, 2014-11-04 09:55, 42000, 19.5, -1
Buy , 42.4124, 2014-11-04 10:00, 42000, 19.5, 0
Sell, 42.37, 2014-11-04 13:15, 42000, 19.5, -1
Buy , 41.8018, 2014-11-05 09:40, 42000, 19.5, 0
Sell, 41.76, 2014-11-07 09:35, 42000, 19.5, -1
Buy , 41.6916, 2014-11-07 09:40, 42000, 19.5, 0
Sell, 41.65, 2014-11-07 09:45, 42000, 19.5, -1
Buy , 41.6916, 2014-11-07 09:50, 42000, 19.5, 0
Buy , 42.14, 2014-11-10 10:10, 42000, 19.5, 1
Sell, 42.1178, 2014-11-10 10:15, 42000, 19.5, 0
Buy , 42.16, 2014-11-10 10:25, 42000, 19.5, 1
Sell, 42.1578, 2014-11-10 10:30, 42000, 19.5, 0
Buy , 42.2, 2014-11-10 10:35, 42000, 19.5, 1
Sell, 42.1778, 2014-11-10 10:40, 42000, 19.5, 0
Sell, 41.62, 2014-11-10 11:55, 42000, 19.5, -1
Buy , 41.5715, 2014-11-10 12:10, 42000, 19.5, 0
Sell, 41.53, 2014-11-10 12:25, 42000, 19.5, -1
Buy , 41.3813, 2014-11-10 12:45, 42000, 19.5, 0
Buy , 42.22, 2014-11-11 12:20, 42000, 19.5, 1
Sell, 42.2977, 2014-11-11 12:25, 42000, 19.5, 0
Buy , 42.35, 2014-11-12 09:35, 42000, 19.5, 1
Sell, 42.5274, 2014-11-12 09:40, 42000, 19.5, 0
Sell, 41.38, 2014-11-13 11:35, 42000, 19.5, -1
Buy , 41.3913, 2014-11-13 11:40, 42000, 19.5, 0
Sell, 41.35, 2014-11-13 11:50, 42000, 19.5, -1
Buy , 41.3313, 2014-11-13 11:55, 42000, 19.5, 0
Sell, 41.29, 2014-11-13 12:55, 42000, 19.5, -1
Buy , 41.3313, 2014-11-13 13:00, 42000, 19.5, 0
Sell, 41.29, 2014-11-13 13:05, 42000, 19.5, -1
Buy , 41.3113, 2014-11-13 13:10, 42000, 19.5, 0
Sell, 41.27, 2014-11-14 10:10, 42000, 19.5, -1
Buy , 41.2812, 2014-11-14 10:20, 42000, 19.5, 0
Buy , 41.74, 2014-11-17 11:15, 42000, 19.5, 1
Sell, 41.7982, 2014-11-17 11:20, 42000, 19.5, 0
Buy , 41.88, 2014-11-17 11:45, 42000, 19.5, 1
Sell, 41.8981, 2014-11-17 11:55, 42000, 19.5, 0
Buy , 41.94, 2014-11-18 09:35, 42000, 19.5, 1
Sell, 41.988, 2014-11-18 09:45, 42000, 19.5, 0
Buy , 42.03, 2014-11-18 10:15, 42000, 19.5, 1
Sell, 42.1278, 2014-11-18 10:25, 42000, 19.5, 0
Buy , 42.22, 2014-11-18 10:30, 42000, 19.5, 1
Sell, 42.1778, 2014-11-18 10:35, 42000, 19.5, 0
Buy , 42.22, 2014-11-18 10:45, 42000, 19.5, 1
Sell, 42.1778, 2014-11-18 10:50, 42000, 19.5, 0
Buy , 42.01, 2014-11-21 09:35, 42000, 19.5, 1
Sell, 42.6173, 2014-11-21 09:45, 42000, 19.5, 0
Buy , 42.66, 2014-11-25 09:35, 42000, 19.5, 1
Sell, 42.8771, 2014-11-25 09:40, 42000, 19.5, 0
Buy , 42.92, 2014-11-25 09:50, 42000, 19.5, 1
Sell, 42.8771, 2014-11-25 09:55, 42000, 19.5, 0
Buy , 42.92, 2014-11-26 11:35, 42000, 19.5, 1
Sell, 42.937, 2014-11-26 11:50, 42000, 19.5, 0
Sell, 42.3, 2014-11-28 09:35, 42000, 19.5, -1
Buy , 41.9419, 2014-11-28 09:50, 42000, 19.5, 0
Sell, 41.9, 2014-11-28 10:40, 42000, 19.5, -1
Buy , 41.6516, 2014-11-28 11:10, 42000, 19.5, 0
Sell, 41.61, 2014-11-28 11:15, 42000, 19.5, -1
Buy , 41.6016, 2014-11-28 11:20, 42000, 19.5, 0
Sell, 41.55, 2014-11-28 11:25, 42000, 19.5, -1
Buy , 41.4915, 2014-11-28 11:35, 42000, 19.5, 0
Sell, 41.45, 2014-11-28 12:00, 42000, 19.5, -1
Buy , 41.4414, 2014-12-01 09:35, 42000, 19.5, 0
Sell, 41.4, 2014-12-01 09:50, 42000, 19.5, -1
Buy , 41.4214, 2014-12-01 09:55, 42000, 19.5, 0
Sell, 41.34, 2014-12-02 09:35, 42000, 19.5, -1
Buy , 40.8909, 2014-12-02 09:40, 42000, 19.5, 0
Sell, 40.85, 2014-12-02 10:40, 42000, 19.5, -1
Buy , 40.7307, 2014-12-02 10:50, 42000, 19.5, 0
Sell, 40.69, 2014-12-02 12:40, 42000, 19.5, -1
Buy , 40.7207, 2014-12-02 12:45, 42000, 19.5, 0
Sell, 40.64, 2014-12-02 12:55, 42000, 19.5, -1
Buy , 40.4904, 2014-12-02 13:05, 42000, 19.5, 0
Sell, 40.45, 2014-12-02 13:15, 42000, 19.5, -1
Buy , 40.3703, 2014-12-03 09:35, 42000, 19.5, 0
Buy , 41.22, 2014-12-05 10:55, 42000, 19.5, 1
Sell, 41.1788, 2014-12-05 11:00, 42000, 19.5, 0
Buy , 41.22, 2014-12-05 12:40, 42000, 19.5, 1
Sell, 41.2687, 2014-12-05 12:45, 42000, 19.5, 0
Buy , 41.34, 2014-12-05 12:55, 42000, 19.5, 1
Sell, 41.4086, 2014-12-05 13:05, 42000, 19.5, 0
Sell, 40.85, 2014-12-10 13:00, 42000, 19.5, -1
Buy , 40.8808, 2014-12-10 13:05, 42000, 19.5, 0
Sell, 40.84, 2014-12-10 13:10, 42000, 19.5, -1
Buy , 40.8808, 2014-12-10 13:15, 42000, 19.5, 0
Sell, 40.84, 2014-12-12 09:35, 42000, 19.5, -1
Buy , 40.8508, 2014-12-12 09:45, 42000, 19.5, 0
Buy , 41.41, 2014-12-12 12:45, 42000, 19.5, 1
Sell, 41.6483, 2014-12-12 12:55, 42000, 19.5, 0
Sell, 40.86, 2014-12-16 11:45, 42000, 19.5, -1
Buy , 40.9009, 2014-12-16 12:05, 42000, 19.5, 0
Sell, 40.86, 2014-12-17 09:35, 42000, 19.5, -1
Buy , 40.8408, 2014-12-17 09:40, 42000, 19.5, 0
Sell, 40.8, 2014-12-17 10:00, 42000, 19.5, -1
Buy , 40.8208, 2014-12-17 10:10, 42000, 19.5, 0
Sell, 40.78, 2014-12-17 10:25, 42000, 19.5, -1
Buy , 40.8108, 2014-12-17 10:30, 42000, 19.5, 0
Buy , 41.2, 2014-12-22 11:45, 42000, 19.5, 1
Sell, 41.2487, 2014-12-22 12:00, 42000, 19.5, 0
Buy , 41.29, 2014-12-23 09:35, 42000, 19.5, 1
Sell, 41.4885, 2014-12-23 09:50, 42000, 19.5, 0
Buy , 41.53, 2014-12-23 10:55, 42000, 19.5, 1
Sell, 41.5184, 2014-12-23 11:05, 42000, 19.5, 0
Buy , 41.56, 2014-12-23 11:20, 42000, 19.5, 1
Sell, 41.5284, 2014-12-23 11:35, 42000, 19.5, 0
Sell, 40.97, 2014-12-24 10:35, 42000, 19.5, -1
Buy , 40.9509, 2014-12-24 10:50, 42000, 19.5, 0
Buy , 41.57, 2014-12-26 10:40, 42000, 19.5, 1
Sell, 41.6583, 2014-12-26 10:45, 42000, 19.5, 0
Buy , 41.7, 2014-12-26 10:50, 42000, 19.5, 1
Sell, 41.7782, 2014-12-26 10:55, 42000, 19.5, 0
Buy , 41.82, 2014-12-29 09:35, 42000, 19.5, 1
Sell, 41.928, 2014-12-29 09:40, 42000, 19.5, 0
Buy , 41.97, 2014-12-29 09:50, 42000, 19.5, 1
Sell, 42.2677, 2014-12-29 10:05, 42000, 19.5, 0
Sell, 41.54, 2014-12-31 10:20, 42000, 19.5, -1
Buy , 41.4014, 2014-12-31 11:30, 42000, 19.5, 0
Sell, 41.35, 2014-12-31 12:20, 42000, 19.5, -1
Buy , 41.1811, 2014-12-31 13:15, 42000, 19.5, 0
Sell, 41.08, 2015-01-02 10:40, 42000, 19.5, -1
Buy , 41.061, 2015-01-02 10:50, 42000, 19.5, 0
Sell, 41.02, 2015-01-02 10:55, 42000, 19.5, -1
Buy , 41.061, 2015-01-02 11:15, 42000, 19.5, 0
Sell, 41.02, 2015-01-02 11:30, 42000, 19.5, -1
Buy , 41.061, 2015-01-02 11:35, 42000, 19.5, 0
Sell, 41.02, 2015-01-02 12:20, 42000, 19.5, -1
Buy , 41.051, 2015-01-02 12:50, 42000, 19.5, 0
Buy , 41.75, 2015-01-05 11:35, 42000, 19.5, 1
Sell, 41.8281, 2015-01-05 11:55, 42000, 19.5, 0
Buy , 41.89, 2015-01-05 12:35, 42000, 19.5, 1
Sell, 41.8581, 2015-01-05 12:40, 42000, 19.5, 0
Buy , 41.9, 2015-01-05 13:15, 42000, 19.5, 1
Sell, 41.8581, 2015-01-06 09:35, 42000, 19.5, 0
Buy , 41.9, 2015-01-07 09:35, 42000, 19.5, 1
Sell, 42.1378, 2015-01-07 09:45, 42000, 19.5, 0
Buy , 42.18, 2015-01-07 09:50, 42000, 19.5, 1
Sell, 42.1578, 2015-01-07 09:55, 42000, 19.5, 0
Buy , 42.2, 2015-01-07 10:05, 42000, 19.5, 1
Sell, 42.2577, 2015-01-07 10:20, 42000, 19.5, 0
Buy , 42.3, 2015-01-07 10:35, 42000, 19.5, 1
Sell, 42.2877, 2015-01-07 10:40, 42000, 19.5, 0
Buy , 42.33, 2015-01-07 10:45, 42000, 19.5, 1
Sell, 42.3276, 2015-01-07 10:55, 42000, 19.5, 0
Buy , 42.37, 2015-01-07 11:00, 42000, 19.5, 1
Sell, 42.3276, 2015-01-07 11:10, 42000, 19.5, 0
Buy , 42.37, 2015-01-07 11:20, 42000, 19.5, 1
Sell, 42.4375, 2015-01-07 11:35, 42000, 19.5, 0
Buy , 42.48, 2015-01-08 09:35, 42000, 19.5, 1
Sell, 42.5074, 2015-01-08 09:40, 42000, 19.5, 0
Buy , 42.69, 2015-01-08 09:45, 42000, 19.5, 1
Sell, 42.6473, 2015-01-08 09:50, 42000, 19.5, 0
Buy , 42.69, 2015-01-08 10:00, 42000, 19.5, 1
Sell, 42.7073, 2015-01-08 10:10, 42000, 19.5, 0
Buy , 42.75, 2015-01-08 11:55, 42000, 19.5, 1
Sell, 42.7672, 2015-01-08 12:05, 42000, 19.5, 0
Buy , 42.81, 2015-01-08 12:40, 42000, 19.5, 1
Sell, 42.8271, 2015-01-08 12:45, 42000, 19.5, 0
Buy , 42.87, 2015-01-08 12:55, 42000, 19.5, 1
Sell, 42.8571, 2015-01-08 13:00, 42000, 19.5, 0
Buy , 42.9, 2015-01-09 12:55, 42000, 19.5, 1
Sell, 42.8671, 2015-01-09 13:00, 42000, 19.5, 0
Sell, 42.08, 2015-01-12 11:10, 42000, 19.5, -1
Buy , 42.1221, 2015-01-12 11:15, 42000, 19.5, 0
Sell, 42.08, 2015-01-12 11:55, 42000, 19.5, -1
Buy , 42.072, 2015-01-12 12:00, 42000, 19.5, 0
Sell, 41.96, 2015-01-12 12:05, 42000, 19.5, -1
Buy , 41.9719, 2015-01-12 12:10, 42000, 19.5, 0
Sell, 41.93, 2015-01-12 12:15, 42000, 19.5, -1
Buy , 41.9019, 2015-01-12 12:25, 42000, 19.5, 0
Sell, 41.86, 2015-01-12 12:35, 42000, 19.5, -1
Buy , 41.8018, 2015-01-12 12:45, 42000, 19.5, 0
Sell, 41.76, 2015-01-12 13:05, 42000, 19.5, -1
Buy , 41.7417, 2015-01-12 13:10, 42000, 19.5, 0
Sell, 41.69, 2015-01-12 13:15, 42000, 19.5, -1
Buy , 41.5815, 2015-01-13 09:35, 42000, 19.5, 0
Sell, 41.54, 2015-01-13 12:45, 42000, 19.5, -1
Buy , 41.4314, 2015-01-13 12:55, 42000, 19.5, 0
Sell, 41.39, 2015-01-13 13:00, 42000, 19.5, -1
Buy , 41.4314, 2015-01-13 13:05, 42000, 19.5, 0
